SEASON YEAR,WEEK,TRAP,NUMBER OF MOSQUITOES,WNV POS,WNV NEG,MIR,LATITUDE,LONGITUDE,LOCATION,Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
2017,25,T002,3,0,3,0.0,41.956298856,-87.797517445,"(41.956298856118664, -87.79751744482932)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T049,1,0,1,0.0,41.896131093,-87.656762124,"(41.896131092623506, -87.65676212387862)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T159,4,0,4,0.0,41.731446858,-87.649722253,"(41.73144685817715, -87.64972225277589)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T089,9,0,9,0.0,41.704338415,-87.657084272,"(41.70433841525342, -87.65708427193195)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T135,1,0,1,0.0,,,,21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T012,1,0,1,0.0,41.993564362,-87.745420387,"(41.99356436155678, -87.74542038704298)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T030,7,0,7,0.0,41.883771777,-87.716168365,"(41.8837717767951, -87.71616836510131)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T047,1,0,1,0.0,41.867599254,-87.695785443,"(41.86759925367238, -87.69578544257037)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T031,13,0,13,0.0,41.872872862,-87.764736532,"(41.87287286249572, -87.7647365320396)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T063,2,0,2,0.0,41.825398256,-87.723962137,"(41.82539825646484, -87.72396213667864)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T066,3,0,3,0.0,41.771198588,-87.703106608,"(41.77119858797388, -87.70310660774493)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T073,2,0,2,0.0,41.773085401,-87.600167559,"(41.773085401492715, -87.60016755939222)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T074,3,0,3,0.0,41.820858508,-87.665108095,"(41.82085850772701, -87.66510809467968)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T077,2,0,2,0.0,41.778128858,-87.586245035,"(41.778128857884745, -87.58624503516381)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T082,1,0,1,0.0,41.802359309,-87.643075919,"(41.802359308973436, -87.64307591923095)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T114,16,0,16,0.0,41.798210726,-87.736924963,"(41.79821072626856, -87.73692496319906)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T062,4,0,4,0.0,41.800597087,-87.711730345,"(41.8005970872007, -87.7117303452467)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T065,1,0,1,0.0,41.778305156,-87.754366286,"(41.77830515554422, -87.75436628603191)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T069,1,0,1,0.0,41.768485667,-87.679463428,"(41.768485667016584, -87.67946342813606)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T099,4,0,4,0.0,41.73318788,-87.55562869,"(41.73318787971678, -87.55562868950284)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T115,7,1,6,142.85714285714286,41.662386728,-87.590179728,"(41.66238672759086, -87.59017972751752)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
2017,25,T138,3,0,3,0.0,41.710542402,-87.584558933,"(41.71054240215372, -87.58455893336821)",21.09868852,11.23196721,63.44262295,0.071311475,0.172008197,52.62663934,6.885245902,214.9672131,2.341393443,3.873360656,990.3243852,147.4241803
